,Id,Alley,Fence,SalePrice,LotArea,OverallQual,YearRemodAdd,YearBuilt,MasVnrArea,TotalBsmtSF,GrLivArea,FullBath,GarageCars,Fireplaces,WoodDeckSF,OpenPorchSF,SaleCondition,KitchenQual,Heating,GarageType
1438,1439,,MnPrv,149700,7407,6,1996,1957,0.0,912,1236,1,2,0,0,158,Normal,TA,GasA,Attchd
1439,1440,,,197000,11584,7,1979,1979,96.0,539,1725,2,2,1,0,88,Normal,TA,GasA,Attchd
1440,1441,,,191000,11526,6,1994,1922,0.0,588,2555,2,2,1,431,0,Normal,TA,GasA,Detchd
1441,1442,,,149300,4426,6,2004,2004,147.0,848,848,1,2,1,149,0,Normal,Gd,GasA,Attchd
1442,1443,,,310000,11003,10,2008,2008,160.0,1017,2007,2,3,1,168,52,Normal,Ex,GasA,Attchd
1443,1444,,,121000,8854,6,1950,1916,0.0,952,952,1,1,1,0,98,Normal,Fa,Grav,Detchd
1444,1445,,,179600,8500,7,2004,2004,106.0,1422,1422,2,2,0,192,60,Normal,Gd,GasA,Attchd
1445,1446,,,129000,8400,6,1966,1966,0.0,814,913,1,1,0,0,0,Normal,TA,GasA,Detchd
1446,1447,,,157900,26142,5,1962,1962,189.0,1188,1188,1,1,0,261,39,Normal,TA,GasA,Attchd
1447,1448,,,240000,10000,8,1996,1995,438.0,1220,2090,2,2,1,0,65,Normal,Gd,GasA,Attchd
1448,1449,,GdWo,112000,11767,4,2000,1910,0.0,560,1346,1,1,0,168,24,Normal,TA,GasA,Detchd
1449,1450,,,92000,1533,5,1970,1970,0.0,630,630,1,0,0,0,0,Abnorml,Ex,GasA,
1450,1451,,,136000,9000,5,1974,1974,0.0,896,1792,2,0,0,32,45,Normal,TA,GasA,
1451,1452,,,287090,9262,8,2009,2008,194.0,1573,1578,2,3,1,0,36,Partial,Ex,GasA,Attchd
1452,1453,,,145000,3675,5,2005,2005,80.0,547,1072,1,2,0,0,28,Normal,TA,GasA,Basment
1453,1454,,,84500,17217,5,2006,2006,0.0,1140,1140,1,0,0,36,56,Abnorml,TA,GasA,
1454,1455,Pave,,185000,7500,7,2005,2004,0.0,1221,1221,2,2,0,0,113,Normal,Gd,GasA,Attchd
1455,1456,,,175000,7917,6,2000,1999,0.0,953,1647,2,2,1,0,40,Normal,TA,GasA,Attchd
1456,1457,,MnPrv,210000,13175,6,1988,1978,119.0,1542,2073,2,2,2,349,0,Normal,TA,GasA,Attchd
1457,1458,,GdPrv,266500,9042,7,2006,1941,0.0,1152,2340,2,1,2,0,60,Normal,Gd,GasA,Attchd
1458,1459,,,142125,9717,5,1996,1950,0.0,1078,1078,1,1,0,366,0,Normal,Gd,GasA,Attchd
1459,1460,,,147500,9937,5,1965,1965,0.0,1256,1256,1,1,0,736,68,Normal,TA,GasA,Attchd
